state,place_name,population
IL,Antioch,14833
IL,Apple River,335
IL,Arcola,2890
IL,Arenzville,351
IL,Argenta,879
IL,Arlington,168
IL,Arlington Heights,74495
IL,Armington,303
IL,Aroma Park,645
IL,Arrowsmith,270
IL,Arthur,2251
IL,Ashkum,721
IL,Ashland,1177
IL,Ashley,451
IL,Ashmore,627
IL,Ashton,947
IL,Assumption,1113
IL,Astoria,891
IL,Athens,1907
IL,Atkinson,938
IL,Atlanta,1637
IL,Atwood,1099
IL,Auburn,4444
IL,Augusta,544
IL,Aurora,177563
IL,Ava,542
IL,Aviston,2422
IL,Avon,676
IL,Baldwin,310
IL,Banner,165
IL,Bannockburn,1005
IL,Bardolph,206
IL,Barrington,10476
IL,Barrington Hills,4018
IL,Barry,1262
IL,Bartelso,633
IL,Bartlett,39992
IL,Bartonville,5779
IL,Basco,77
IL,Batavia,26235
IL,Batchtown,163
IL,Bath,264
IL,Bay View Gardens,351
IL,Baylis,164
IL,Beach Park,14057
IL,Beardstown,5749
IL,Beaverville,293
IL,Beckemeyer,912
IL,Bedford Park,582
IL,Beecher,4687
IL,Beecher City,421
IL,Belgium,348
IL,Belknap,85
IL,Belle Prairie City,49
IL,Belle Rive,302
IL,Belleville,40726
IL,Bellevue,1839
IL,Bellflower,340
IL,Bellmont,241
IL,Bellwood,17890
IL,Belvidere,25297
IL,Bement,1468
IL,Benld,1419
IL,Bensenville,18352
IL,Benson,406
IL,Bentley,26
IL,Benton,6598
IL,Berkeley,5089
IL,Berlin,143
IL,Berwyn,54414
IL,Bethalto,9170
IL,Bethany,1205
IL,Big Rock,1084
IL,Biggsville,289
IL,Bingham,60
IL,Bishop Hill,113
IL,Bismarck,565
IL,Blandinsville,556
IL,Bloomingdale,22298
IL,Bloomington,78587
IL,Blue Island,21494
IL,Blue Mound,1089
IL,Bluffs,592
IL,Bluford,609
IL,Bolingbrook,74088
IL,Bondville,376
IL,Bone Gap,177
IL,Bonfield,343
IL,Bonnie,367
IL,Bourbonnais,18042
IL,Bowen,453
IL,Braceville,723
IL,Bradford,656
IL,Bradley,15263
IL,Braidwood,6173
IL,Breese,4600
IL,Bridgeport,1704
IL,Bridgeview,16324
IL,Brighton,2166
IL,Brimfield,761
IL,Broadlands,303
IL,Broadview,7762
IL,Broadwell,138
IL,Brocton,264
IL,Brookfield,18591
IL,Brooklyn,626
IL,Brookport,694
IL,Broughton,179
IL,Browning,115
IL,Browns,136
IL,Brownstown,681
IL,Brussels,117
IL,Bryant,165
IL,Buckingham,238
IL,Buckley,472
IL,Buckner,399
IL,Buda,470
IL,Buffalo,435
IL,Buffalo Grove,42482
IL,Bull Valley,1113
IL,Bulpitt,205
IL,Buncombe,206
IL,Bunker Hill,1596
IL,Burbank,28164
IL,Bureau Junction,282
IL,Burlington,523
IL,Burnham,3869
IL,Burnt Prairie,34
IL,Burr Ridge,11023
IL,Bush,238
IL,Bushnell,2673
IL,Butler,164
IL,Byron,3772
IL,Cabery,232
IL,Cahokia Heights,17114
IL,Cairo,1558
IL,Caledonia,180
IL,Calhoun,158
IL,Calumet City,34358
IL,Calumet Park,6685
IL,Camargo,447
IL,Cambria,1769
IL,Cambridge,2047
IL,Camden,60
IL,Camp Point,1114
IL,Campbell Hill,304
IL,Campton Hills,10795
IL,Campus,143
IL,Canton,12875
IL,Cantrall,138
IL,Capron,1395
IL,Carbon Cliff,1792
IL,Carbon Hill,382
IL,Carbondale,21592
IL,Carlinville,5531
IL,Carlock,556
IL,Carlyle,3197
IL,Carmi,4688
IL,Carol Stream,38966
IL,Carpentersville,37099
IL,Carrier Mills,1605
IL,Carrollton,2394
IL,Carterville,5808
IL,Carthage,2441
IL,Cary,17977
IL,Casey,2350
IL,Caseyville,4359
IL,Catlin,1924
IL,Cave-In-Rock,223
IL,Cedar Point,262
IL,Cedarville,646
IL,Central City,1076
IL,Centralia,11848
IL,Cerro Gordo,1306
IL,Chadwick,477
IL,Champaign,89189
IL,Chandlerville,513
IL,Channahon,14138
IL,Chapin,462
IL,Charleston,17028
IL,Chatham,14525
IL,Chatsworth,1161
IL,Chebanse,1013
IL,Chenoa,1692
IL,Cherry,429
IL,Cherry Valley,2864
IL,Chester,6732
IL,Chesterfield,165
IL,Chicago,2664452
IL,Chicago Heights,26184
IL,Chicago Ridge,13834
IL,Chillicothe,5977
IL,Chrisman,1274
IL,Christopher,2637
IL,Cicero,81004
IL,Cisco,253
IL,Cisne,617
IL,Cissna Park,782
IL,Claremont,160
IL,Clarendon Hills,8562
IL,Clay City,832
IL,Clayton,621
IL,Cleveland,159
IL,Clifton,1304
IL,Clinton,6898
IL,Coal City,5784
IL,Coal Valley,3816
IL,Coalton,307
IL,Coatsburg,144
IL,Cobden,1035
IL,Coffeen,630
IL,Colchester,1090
IL,Coleta,160
IL,Colfax,981
IL,Collinsville,23779
IL,Colona,4977
IL,Colp,175
IL,Columbia,10933
IL,Columbus,112
IL,Compton,266
IL,Concord,152
IL,Congerville,506
IL,Cooksville,152
IL,Cordova,656
IL,Cornell,440
IL,Cortland,4488
IL,Coulterville,827
IL,Country Club Hills,16013
IL,Countryside,6147
IL,Cowden,501
IL,Crainville,1473
IL,Creal Springs,497
IL,Crescent City,532
IL,Crest Hill,20118
IL,Creston,619
IL,Crestwood,10387
IL,Crete,8316
IL,Creve Coeur,4828
IL,Crossville,602
IL,Crystal Lake,40861
IL,Cuba,1140
IL,Cullom,505
IL,Curran,210
IL,Cutler,353
IL,Cypress,218
IL,Dahlgren,500
IL,Dakota,482
IL,Dallas City,788
IL,Dalton City,439
IL,Dalzell,648
IL,Damiansville,552
IL,Dana,157
IL,Danforth,575
IL,Danvers,1070
IL,Danville,28206
IL,Darien,21698
IL,Davis,571
IL,Davis Junction,2537
IL,Dawson,507
IL,De Land,445
IL,De Pue,1588
IL,De Soto,1381
IL,De Witt,163
IL,DeKalb,40211
IL,Decatur,68670
IL,Deer Creek,649
IL,Deer Grove,37
IL,Deer Park,3628
IL,Deerfield,18884
IL,Delavan,1541
IL,Des Plaines,58010
IL,Detroit,76
IL,Diamond,2682
IL,Dieterich,870
IL,Divernon,1114
IL,Dix,459
IL,Dixmoor,2895
IL,Dixon,15096
IL,Dolton,20410
IL,Dongola,639
IL,Donnellson,149
IL,Donovan,238
IL,Dorchester,125
IL,Dover,135
IL,Dowell,364
IL,Downers Grove,49706
IL,Downs,1177
IL,Du Bois,180
IL,Du Quoin,5694
IL,Dunfermline,254
IL,Dunlap,1576
IL,Dupo,3821
IL,Durand,1371
IL,Dwight,4034
IL,Eagarville,110
IL,Earlville,1597
IL,East Alton,5639
IL,East Brooklyn,82
IL,East Cape Girardeau,259
IL,East Carondelet,375
IL,East Dubuque,1485
IL,East Dundee,3115
IL,East Galesburg,740
IL,East Gillespie,262
IL,East Hazel Crest,1232
IL,East Moline,20806
IL,East Peoria,22012
IL,East St. Louis,17642
IL,Easton,302
IL,Eddyville,96
IL,Edgewood,391
IL,Edinburg,1057
IL,Edwardsville,26698
IL,Effingham,12258
IL,El Dara,62
IL,El Paso,2735
IL,Elburn,6559
IL,Eldorado,3607
IL,Eldred,146
IL,Elgin,113310
IL,Elizabeth,695
IL,Elizabethtown,219
IL,Elk Grove Village,31350
IL,Elkhart,447
IL,Elkville,822
IL,Elliott,271
IL,Ellis Grove,325
IL,Ellisville,88
IL,Ellsworth,180
IL,Elmhurst,45336
IL,Elmwood,2008
IL,Elmwood Park,23369
IL,Elsah,518
IL,Elvaston,145
IL,Elwood,2199
IL,Emden,455
IL,Emington,97
IL,Energy,953
IL,Enfield,778
IL,Equality,504
IL,Erie,1485
IL,Essex,854
IL,Eureka,5186
IL,Evanston,75070
IL,Evansville,538
IL,Evergreen Park,19010
IL,Ewing,295
IL,Exeter,83
IL,Fairbury,3574
IL,Fairfield,4738
IL,Fairmont City,2174
IL,Fairmount,595
IL,Fairview,413
IL,Fairview Heights,16125
IL,Farina,530
IL,Farmer City,1811
IL,Farmersville,669
IL,Farmington,2303
IL,Fayetteville,286
IL,Ferris,122
IL,Fidelity,98
IL,Fieldon,166
IL,Fillmore,298
IL,Findlay,652
IL,Fisher,2001
IL,Fithian,474
IL,Flanagan,989
IL,Flat Rock,316
IL,Flora,4711
IL,Florence,17
IL,Flossmoor,9252
IL,Foosland,73
IL,Ford Heights,1731
IL,Forest City,209
IL,Forest Park,13660
IL,Forest View,756
IL,Forrest,1023
IL,Forreston,1410
IL,Forsyth,3639
IL,Fox Lake,10805
IL,Fox River Grove,4619
IL,Frankfort,20907
IL,Franklin,595
IL,Franklin Grove,879
IL,Franklin Park,17871
IL,Freeburg,4501
IL,Freeman Spur,269
IL,Freeport,23136
IL,Fulton,3567
IL,Fults,25
IL,Galatia,793
IL,Galena,3250
IL,Galesburg,29130
IL,Galva,2414
IL,Gardner,1363
IL,Garrett,124
IL,Gays,214
IL,Geneseo,6525
IL,Geneva,21129
IL,Genoa,5437
IL,Georgetown,3026
IL,German Valley,417
IL,Germantown,1369
IL,Germantown Hills,3440
IL,Gibson City,3396
IL,Gifford,883
IL,Gilberts,8772
IL,Gillespie,3112
IL,Gilman,1678
IL,Girard,1747
IL,Gladstone,221
IL,Glasford,839
IL,Glasgow,108
IL,Glen Carbon,13868
IL,Glen Ellyn,28347
IL,Glencoe,8570
IL,Glendale Heights,32409
IL,Glenview,46904
IL,Glenwood,8268
IL,Godfrey,17597
IL,Godley,629
IL,Golconda,622
IL,Golden,630
IL,Golden Gate,60
IL,Golf,497
IL,Good Hope,356
IL,Goodfield,961
IL,Goreville,1060
IL,Gorham,167
IL,Grafton,765
IL,Grand Ridge,510
IL,Grand Tower,469
IL,Grandview,1374
IL,Granite City,26908
IL,Grant Park,1280
IL,Grantfork,339
IL,Granville,1319
IL,Grayslake,20954
IL,Grayville,1496
IL,Green Oaks,4060
IL,Green Valley,612
IL,Greenfield,1017
IL,Greenup,1342
IL,Greenview,721
IL,Greenville,6979
IL,Greenwood,315
IL,Gridley,1434
IL,Griggsville,1060
IL,Gulfport,37
IL,Gurnee,30193
IL,Hainesville,3489
IL,Hamburg,96
IL,Hamel,918
IL,Hamilton,2689
IL,Hammond,501
IL,Hampshire,8086
IL,Hampton,1738
IL,Hanaford,315
IL,Hanna City,1236
IL,Hanover,841
IL,Hanover Park,36165
IL,Hardin,786
IL,Harmon,117
IL,Harrisburg,7907
IL,Harristown,1266
IL,Hartford,1157
IL,Hartsburg,256
IL,Harvard,9356
IL,Harvel,170
IL,Harvey,19397
IL,Harwood Heights,8632
IL,Havana,2827
IL,Hawthorn Woods,9373
IL,Hazel Crest,12771
IL,Hebron,1387
IL,Hecker,418
IL,Henderson,256
IL,Hennepin,741
IL,Henning,203
IL,Henry,2312
IL,Herrick,356
IL,Herrin,12178
IL,Herscher,1488
IL,Hettick,142
IL,Heyworth,2864
IL,Hickory Hills,13884
IL,Hidalgo,108
IL,Highland,9961
IL,Highland Park,30272
IL,Highwood,5304
IL,Hillcrest,1213
IL,Hillsboro,5773
IL,Hillsdale,407
IL,Hillside,7923
IL,Hillview,90
IL,Hinckley,1971
IL,Hindsboro,271
IL,Hinsdale,17297
IL,Hodgkins,1464
IL,Hoffman,433
IL,Hoffman Estates,50179
IL,Holiday Hills,607
IL,Hollowayville,38
IL,Homer,1035
IL,Homer Glen,24546
IL,Hometown,4138
IL,Homewood,18540
IL,Hoopeston,4731
IL,Hooppole,174
IL,Hopedale,805
IL,Hopewell,418
IL,Hopkins Park,583
IL,Hoyleton,505
IL,Hudson,1747
IL,Huey,158
IL,Hull,378
IL,Humboldt,354
IL,Hume,313
IL,Huntley,28269
IL,Hurst,749
IL,Hutsonville,471
IL,Illiopolis,831
IL,Ina,1653
IL,Indian Creek,526
IL,Indian Head Park,3900
IL,Indianola,220
IL,Industry,390
IL,Inverness,7302
IL,Iola,97
IL,Ipava,427
IL,Iroquois,129
IL,Irving,365
IL,Irvington,570
IL,Irwin,67
IL,Island Lake,7992
IL,Itasca,9346
IL,Iuka,494
IL,Ivesdale,254
IL,Jacksonville,17237
IL,Jeffersonville,344
IL,Jeisyville,100
IL,Jerome,1644
IL,Jerseyville,8263
IL,Jewett,196
IL,Johnsburg,6384
IL,Johnsonville,70
IL,Johnston City,3308
IL,Joliet,150489
IL,Jonesboro,1643
IL,Joppa,333
IL,Joy,364
IL,Junction,53
IL,Junction City,520
IL,Justice,12081
IL,Kampsville,298
IL,Kane,284
IL,Kaneville,445
IL,Kangley,229
IL,Kankakee,23503
IL,Kansas,648
IL,Kappa,229
IL,Karnak,404
IL,Kaskaskia,23
IL,Keenes,48
IL,Keensburg,169
IL,Keithsburg,546
IL,Kell,169
IL,Kempton,176
IL,Kenilworth,2401
IL,Kenney,308
IL,Kewanee,12222
IL,Keyesport,403
IL,Kilbourne,257
IL,Kildeer,4377
IL,Kincaid,1312
IL,Kinderhook,184
IL,Kingston,1089
IL,Kingston Mines,261
IL,Kinmundy,716
IL,Kinsman,90
IL,Kirkland,1618
IL,Kirkwood,648
IL,Knoxville,2815
IL,La Fayette,157
IL,La Grange,15667
IL,La Grange Park,13011
IL,La Harpe,1152
IL,La Moille,674
IL,La Prairie,39
IL,La Rose,99
IL,LaSalle,9432
IL,Lacon,1859
IL,Ladd,1400
IL,Lake Barrington,5092
IL,Lake Bluff,5534
IL,Lake Forest,19354
IL,Lake Ka-Ho,196
IL,Lake Villa,8625
IL,Lake Zurich,19676
IL,Lake in the Hills,28661
IL,Lakemoor,6338
IL,Lakewood,4267
IL,Lanark,1466
IL,Lansing,27713
IL,Latham,326
IL,Lawrenceville,4245
IL,Le Roy,3467
IL,Leaf River,423
IL,Lebanon,4571
IL,Lee,306
IL,Leland,930
IL,Leland Grove,1413
IL,Lemont,17575
IL,Lena,2665
IL,Lenzburg,451
IL,Leonore,121
IL,Lerna,218
IL,Lewistown,1964
IL,Lexington,2074
IL,Liberty,527
IL,Libertyville,20332
IL,Lily Lake,1041
IL,Lima,144
IL,Limestone,1522
IL,Lincoln,13072
IL,Lincolnshire,7912
IL,Lincolnwood,12872
IL,Lindenhurst,14339
IL,Lisbon,275
IL,Lisle,23222
IL,Litchfield,6614
IL,Little York,272
IL,Littleton,135
IL,Liverpool,90
IL,Livingston,745
IL,Loami,797
IL,Lockport,26537
IL,Loda,344
IL,Lomax,384
IL,Lombard,43779
IL,London Mills,342
IL,Long Creek,1219
IL,Long Grove,8263
IL,Long Point,200
IL,Longview,111
IL,Loraine,294
IL,Lostant,432
IL,Louisville,1119
IL,Loves Park,23335
IL,Lovington,1024
IL,Ludlow,297
IL,Lyndon,525
IL,Lynnville,95
IL,Lynwood,9025
IL,Lyons,10304
IL,Macedonia,29
IL,Machesney Park,22630
IL,Mackinaw,1845
IL,Macomb,14849
IL,Macon,1130
IL,Madison,3065
IL,Maeystown,148
IL,Magnolia,247
IL,Mahomet,10273
IL,Makanda,530
IL,Malden,311
IL,Malta,1132
IL,Manchester,257
IL,Manhattan,10547
IL,Manito,1481
IL,Manlius,293
IL,Mansfield,928
IL,Manteno,9178
IL,Maple Park,1478
IL,Mapleton,250
IL,Maquon,215
IL,Marengo,7608
IL,Marietta,99
IL,Marine,941
IL,Marion,16852
IL,Marissa,1752
IL,Mark,504
IL,Markham,11129
IL,Maroa,1530
IL,Marquette Heights,2490
IL,Marseilles,4773
IL,Marshall,3879
IL,Martinsville,1086
IL,Martinton,322
IL,Maryville,8316
IL,Mascoutah,8916
IL,Mason,319
IL,Mason City,1981
IL,Matherville,696
IL,Matteson,18293
IL,Mattoon,16560
IL,Maunie,91
IL,Maywood,22880
IL,Mazon,980
IL,McClure,229
IL,McCook,237
IL,McCullom Lake,968
IL,McHenry,28251
IL,McLean,729
IL,McLeansboro,2610
IL,McNabb,271
IL,Mechanicsburg,658
IL,Media,113
IL,Medora,367
IL,Melrose Park,23666
IL,Melvin,413
IL,Mendon,851
IL,Mendota,6929
IL,Menominee,211
IL,Meredosia,802
IL,Merrionette Park,1886
IL,Metamora,3871
IL,Metcalf,135
IL,Metropolis,5782
IL,Mettawa,544
IL,Middletown,324
IL,Midlothian,13675
IL,Milan,4968
IL,Milford,1114
IL,Mill Creek,55
IL,Mill Shoals,171
IL,Millbrook,280
IL,Milledgeville,1002
IL,Millington,621
IL,Millstadt,3943
IL,Milton,210
IL,Mineral,202
IL,Minier,1135
IL,Minonk,1902
IL,Minooka,12879
IL,Modesto,179
IL,Mokena,19759
IL,Moline,41965
IL,Momence,3031
IL,Monee,5097
IL,Monmouth,8567
IL,Monroe Center,406
IL,Montgomery,21955
IL,Monticello,6018
IL,Montrose,209
IL,Morris,14508
IL,Morrison,3981
IL,Morrisonville,976
IL,Morton,17469
IL,Morton Grove,24131
IL,Mound City,489
IL,Mound Station,115
IL,Mounds,616
IL,Mount Auburn,443
IL,Mount Carmel,6751
IL,Mount Carroll,1441
IL,Mount Clare,311
IL,Mount Erie,96
IL,Mount Morris,2809
IL,Mount Olive,1961
IL,Mount Prospect,54298
IL,Mount Pulaski,1511
IL,Mount Sterling,2016
IL,Mount Vernon,14247
IL,Mount Zion,5878
IL,Moweaqua,1727
IL,Muddy,56
IL,Mulberry Grove,504
IL,Muncie,149
IL,Mundelein,31790
IL,Murphysboro,6963
IL,Murrayville,551
IL,Naperville,150245
IL,Naplate,413
IL,Naples,96
IL,Nashville,3013
IL,Nason,199
IL,Nauvoo,923
IL,Nebo,276
IL,Nelson,124
IL,Neoga,1375
IL,Neponset,414
IL,New Athens,1873
IL,New Baden,3364
IL,New Bedford,75
IL,New Berlin,1352
IL,New Boston,611
IL,New Burnside,153
IL,New Canton,324
IL,New Douglas,338
IL,New Grand Chain,146
IL,New Haven,377
IL,New Holland,267
IL,New Lenox,28047
IL,New Milford,790
IL,New Minden,166
IL,New Salem,118
IL,Newark,986
IL,Newman,769
IL,Newton,2743
IL,Niantic,589
IL,Niles,29513
IL,Nilwood,197
IL,Noble,620
IL,Nokomis,2091
IL,Nora,109
IL,Normal,52618
IL,Norridge,14620
IL,Norris,167
IL,Norris City,1105
IL,North Aurora,19022
IL,North Barrington,3105
IL,North Chicago,30416
IL,North City,502
IL,North Henderson,161
IL,North Pekin,1439
IL,North Riverside,7071
IL,North Utica,1332
IL,Northbrook,33977
IL,Northfield,5543
IL,Northlake,12270
IL,Norwood,430
IL,O'Fallon,31968
IL,Oak Brook,8049
IL,Oak Forest,26199
IL,Oak Grove,464
IL,Oak Lawn,55734
IL,Oak Park,52055
IL,Oakbrook Terrace,2690
IL,Oakdale,195
IL,Oakford,230
IL,Oakland,723
IL,Oakwood,1284
IL,Oakwood Hills,2053
IL,Oblong,1345
IL,Oconee,138
IL,Odell,985
IL,Odin,910
IL,Ogden,714
IL,Oglesby,3639
IL,Ohio,461
IL,Ohlman,108
IL,Okawville,1351
IL,Old Mill Creek,162
IL,Old Ripley,81
IL,Old Shawneetown,109
IL,Olmsted,271
IL,Olney,8512
IL,Olympia Fields,4530
IL,Omaha,195
IL,Onarga,1283
IL,Oneida,675
IL,Oquawka,1078
IL,Orangeville,742
IL,Oreana,857
IL,Oregon,3566
IL,Orient,321
IL,Orion,1727
IL,Orland Hills,6578
IL,Orland Park,57074
IL,Oswego,37074
IL,Ottawa,18752
IL,Otterville,83
IL,Owaneco,207
IL,Palatine,64869
IL,Palestine,1203
IL,Palmer,207
IL,Palmyra,595
IL,Palos Heights,11515
IL,Palos Hills,17759
IL,Palos Park,4765
IL,Pana,5049
IL,Panama,327
IL,Panola,44
IL,Papineau,131
IL,Paris,8039
IL,Park City,7842
IL,Park Forest,20763
IL,Park Ridge,37897
IL,Parkersburg,184
IL,Patoka,508
IL,Paw Paw,811
IL,Pawnee,2696
IL,Paxton,4348
IL,Payson,1000
IL,Pearl,103
IL,Pearl City,760
IL,Pecatonica,2042
IL,Pekin,31126
IL,Peoria,110460
IL,Peoria Heights,5747
IL,Peotone,4187
IL,Percy,909
IL,Perry,305
IL,Peru,9780
IL,Pesotum,539
IL,Petersburg,2197
IL,Phillipstown,34
IL,Philo,1345
IL,Phoenix,1627
IL,Pierron,448
IL,Pinckneyville,4995
IL,Pingree Grove,11137
IL,Piper City,727
IL,Pittsburg,559
IL,Pittsfield,4072
IL,Plainfield,47448
IL,Plainville,265
IL,Plano,12676
IL,Plattville,222
IL,Pleasant Hill,908
IL,Pleasant Plains,804
IL,Plymouth,426
IL,Pocahontas,680
IL,Polo,2252
IL,Pontiac,11010
IL,Pontoon Beach,5804
IL,Pontoosuc,100
IL,Poplar Grove,5129
IL,Port Barrington,1567
IL,Port Byron,1627
IL,Posen,5334
IL,Potomac,666
IL,Prairie City,402
IL,Prairie Grove,1947
IL,Prairie du Rocher,509
IL,Princeton,7700
IL,Princeville,1609
IL,Prophetstown,1904
IL,Prospect Heights,15334
IL,Pulaski,143
IL,Quincy,38803
IL,Radom,181
IL,Raleigh,278
IL,Ramsey,895
IL,Rankin,477
IL,Ransom,307
IL,Rantoul,11956
IL,Rapids City,938
IL,Raritan,98
IL,Raymond,921
IL,Red Bud,3750
IL,Reddick,194
IL,Redmon,135
IL,Reynolds,484
IL,Richmond,2114
IL,Richton Park,12322
IL,Richview,231
IL,Ridge Farm,756
IL,Ridgway,809
IL,Ridott,123
IL,Ringwood,821
IL,Rio,204
IL,Ripley,51
IL,River Forest,11227
IL,River Grove,10282
IL,Riverdale,10159
IL,Riverside,8845
IL,Riverton,3475
IL,Riverwoods,3737
IL,Roanoke,1934
IL,Robbins,4493
IL,Roberts,339
IL,Robinson,7010
IL,Rochelle,9319
IL,Rochester,3899
IL,Rock City,284
IL,Rock Falls,8600
IL,Rock Island,36132
IL,Rockbridge,171
IL,Rockdale,1972
IL,Rockford,146120
IL,Rockton,7768
IL,Rockwood,32
IL,Rolling Meadows,23329
IL,Romeoville,40955
IL,Roodhouse,1516
IL,Roscoe,10843
IL,Rose Hill,85
IL,Roselle,22508
IL,Rosemont,3766
IL,Roseville,855
IL,Rosiclare,955
IL,Rossville,1176
IL,Round Lake,18430
IL,Round Lake Beach,26783
IL,Round Lake Heights,2575
IL,Round Lake Park,7724
IL,Roxana,1413
IL,Royal,281
IL,Royal Lakes,168
IL,Royalton,1043
IL,Ruma,310
IL,Rushville,2923
IL,Russellville,90
IL,Rutland,255
IL,Sadorus,391
IL,Sailor Springs,89
IL,Salem,7056
IL,Sammons Point,209
IL,San Jose,461
IL,Sandoval,1127
IL,Sandwich,7212
IL,Sauget,132
IL,Sauk Village,9491
IL,Saunemin,401
IL,Savanna,2712
IL,Savoy,8891
IL,Sawyerville,261
IL,Saybrook,643
IL,Scales Mound,426
IL,Schaumburg,75750
IL,Schiller Park,11164
IL,Schram City,551
IL,Sciota,37
IL,Scottville,94
IL,Seaton,209
IL,Seatonville,318
IL,Secor,335
IL,Seneca,2311
IL,Sesser,1857
IL,Shabbona,850
IL,Shannon,848
IL,Shawneetown,994
IL,Sheffield,804
IL,Shelbyville,4560
IL,Sheldon,932
IL,Sheridan,2418
IL,Sherman,4599
IL,Sherrard,690
IL,Shiloh,14736
IL,Shipman,502
IL,Shorewood,18369
IL,Shumway,181
IL,Sibley,283
IL,Sidell,475
IL,Sidney,1164
IL,Sigel,316
IL,Silvis,7896
IL,Simpson,44
IL,Sims,165
IL,Skokie,64937
IL,Sleepy Hollow,3131
IL,Smithboro,150
IL,Smithfield,185
IL,Smithton,3900
IL,Somonauk,1760
IL,Sorento,415
IL,South Barrington,4974
IL,South Beloit,7893
IL,South Chicago Heights,3835
IL,South Elgin,24277
IL,South Holland,20483
IL,South Jacksonville,3213
IL,South Pekin,966
IL,South Roxana,1854
IL,South Wilmington,716
IL,Southern View,1552
IL,Sparland,364
IL,Sparta,4024
IL,Spaulding,784
IL,Spillertown,177
IL,Spring Bay,478
IL,Spring Grove,5512
IL,Spring Valley,5442
IL,Springerton,111
IL,Springfield,112544
IL,St. Anne,1129
IL,St. Augustine,113
IL,St. Charles,32654
IL,St. David,507
IL,St. Elmo,1245
IL,St. Francisville,533
IL,St. Jacob,1369
IL,St. Johns,158
IL,St. Joseph,3677
IL,St. Libory,610
IL,St. Peter,317
IL,St. Rose,461
IL,Standard,218
IL,Standard City,128
IL,Stanford,586
IL,Staunton,4951
IL,Ste. Marie,229
IL,Steeleville,1890
IL,Steger,9283
IL,Sterling,14508
IL,Steward,224
IL,Stewardson,719
IL,Stickney,6803
IL,Stillman Valley,1060
IL,Stockton,1695
IL,Stone Park,4402
IL,Stonefort,220
IL,Stonington,810
IL,Stoy,105
IL,Strasburg,517
IL,Strawn,103
IL,Streamwood,37780
IL,Streator,12269
IL,Stronghurst,781
IL,Sublette,374
IL,Sugar Grove,9210
IL,Sullivan,4272
IL,Summerfield,332
IL,Summit,10616
IL,Sumner,2596
IL,Sun River Terrace,447
IL,Swansea,14472
IL,Sycamore,18682
IL,Symerton,124
IL,Table Grove,335
IL,Tallula,423
IL,Tamaroa,533
IL,Tamms,382
IL,Tampico,676
IL,Taylor Springs,728
IL,Taylorville,10247
IL,Tennessee,98
IL,Teutopolis,1663
IL,Thawville,207
IL,Thayer,615
IL,Thebes,186
IL,Third Lake,1097
IL,Thomasboro,998
IL,Thompsonville,480
IL,Thomson,1601
IL,Thornton,2273
IL,Tilden,745
IL,Tilton,2566
IL,Timberlane,903
IL,Tinley Park,53886
IL,Tiskilwa,728
IL,Toledo,1137
IL,Tolono,3482
IL,Toluca,1334
IL,Tonica,735
IL,Topeka,55
IL,Toulon,1152
IL,Tovey,449
IL,Towanda,422
IL,Tower Hill,475
IL,Tower Lakes,1200
IL,Tremont,2243
IL,Trenton,2642
IL,Trout Valley,509
IL,Troy,11209
IL,Troy Grove,221
IL,Tuscola,4614
IL,Ullin,449
IL,Union,594
IL,Union Hill,53
IL,University Park,7002
IL,Urbana,38209
IL,Ursa,592
IL,Valier,545
IL,Valley City,13
IL,Valmeyer,1212
IL,Vandalia,7358
IL,Varna,374
IL,Venedy,125
IL,Venice,1457
IL,Vergennes,233
IL,Vermilion,192
IL,Vermont,558
IL,Vernon,99
IL,Vernon Hills,26677
IL,Verona,210
IL,Versailles,454
IL,Victoria,257
IL,Vienna,1343
IL,Villa Grove,2440
IL,Villa Park,21727
IL,Viola,857
IL,Virden,3167
IL,Virgil,283
IL,Virginia,1458
IL,Volo,7016
IL,Wadsworth,3459
IL,Waggoner,179
IL,Walnut,1279
IL,Walnut Hill,93
IL,Walshville,61
IL,Waltonville,406
IL,Wamac,963
IL,Wapella,506
IL,Warren,1298
IL,Warrensburg,1084
IL,Warrenville,15027
IL,Warsaw,1473
IL,Washburn,1020
IL,Washington,15833
IL,Washington Park,2493
IL,Wataga,716
IL,Waterloo,11144
IL,Waterman,1421
IL,Watseka,4510
IL,Watson,659
IL,Wauconda,13891
IL,Waukegan,87642
IL,Waverly,1158
IL,Wayne,2246
IL,Wayne City,979
IL,Waynesville,380
IL,Weldon,369
IL,Wellington,196
IL,Wenona,969
IL,Wenonah,29
IL,West Brooklyn,129
IL,West Chicago,25116
IL,West City,641
IL,West Dundee,7878
IL,West Frankfort,7145
IL,West Peoria,4152
IL,West Point,138
IL,West Salem,740
IL,Westchester,16094
IL,Western Springs,13290
IL,Westfield,522
IL,Westmont,23933
IL,Westville,3054
IL,Wheaton,52938
IL,Wheeler,97
IL,Wheeling,37725
IL,White City,217
IL,White Hall,2201
IL,Williamsfield,552
IL,Williamson,177
IL,Williamsville,1430
IL,Willisville,568
IL,Willow Hill,168
IL,Willow Springs,5688
IL,Willowbrook,9038
IL,Wilmette,27026
IL,Wilmington,5568
IL,Wilsonville,527
IL,Winchester,1494
IL,Windsor,1044
IL,Winfield,10054
IL,Winnebago,2875
IL,Winnetka,12292
IL,Winslow,273
IL,Winthrop Harbor,6594
IL,Witt,764
IL,Wonder Lake,4889
IL,Wood Dale,13774
