state,place_name,population
AK,Adak,154
AK,Akhiok,64
AK,Akiak,448
AK,Akutan,1586
AK,Alakanuk,723
AK,Aleknagik,199
AK,Allakaket,171
AK,Ambler,254
AK,Anaktuvuk Pass,403
AK,Anchorage,286075
AK,Anderson,173
AK,Angoon,335
AK,Aniak,494
AK,Anvik,71
AK,Atka,54
AK,Atqasuk,255
AK,Bethel,6292
AK,Bettles,24
AK,Brevig Mission,415
AK,Buckland,511
AK,Chefornak,490
AK,Chevak,908
AK,Chignik,86
AK,Chuathbaluk,99
AK,Clark's Point,63
AK,Coffman Cove,125
AK,Cold Bay,52
AK,Cordova,2473
AK,Craig,1041
AK,Deering,170
AK,Delta Junction,955
AK,Dillingham,2126
AK,Diomede,80
AK,Eagle,85
AK,Edna Bay,25
AK,Eek,389
AK,Egegik,34
AK,Ekwok,103
AK,Elim,360
AK,Emmonak,787
AK,Fairbanks,31856
AK,False Pass,401
AK,Fort Yukon,411
AK,Galena,457
AK,Gambell,620
AK,Golovin,166
AK,Goodnews Bay,252
AK,Grayling,200
AK,Gustavus,612
AK,Holy Cross,170
AK,Homer,6040
AK,Hoonah,948
AK,Hooper Bay,1308
AK,Houston,2146
AK,Hughes,82
AK,Huslia,293
AK,Hydaburg,375
AK,Juneau city and,31555
AK,Kachemak,591
AK,Kake,537
AK,Kaktovik,272
AK,Kaltag,157
AK,Kasaan,30
AK,Kenai,7746
AK,Ketchikan,8079
AK,Kiana,422
AK,King Cove,771
AK,Kivalina,416
AK,Klawock,710
AK,Kobuk,174
AK,Kodiak,5354
AK,Kotlik,628
AK,Kotzebue,2979
AK,Koyuk,297
AK,Koyukuk,94
AK,Kupreanof,19
AK,Kwethluk,782
AK,Larsen Bay,33
AK,Lower Kalskag,269
AK,Manokotak,464
AK,Marshall,471
AK,McGrath,287
AK,Mekoryuk,200
AK,Mountain Village,594
AK,Napakiak,344
AK,Napaskiak,494
AK,Nenana,343
AK,New Stuyahok,491
AK,Newhalen,150
AK,Nightmute,293
AK,Nikolai,85
AK,Nome,3639
AK,Nondalton,118
AK,Noorvik,645
AK,North Pole,2427
AK,Nuiqsut,490
AK,Nulato,226
AK,Nunam Iqua,209
AK,Nunapitchuk,580
AK,Old Harbor,207
AK,Ouzinkie,102
AK,Palmer,6378
AK,Pelican,92
AK,Pilot Point,61
AK,Pilot Station,592
AK,Platinum,54
AK,Point Hope,781
AK,Port Alexander,73
AK,Port Heiden,91
AK,Port Lions,165
AK,Quinhagak,750
AK,Ruby,134
AK,Russian Mission,404
AK,Sand Point,600
AK,Savoonga,804
AK,Saxman,382
AK,Scammon Bay,578
AK,Selawik,760
AK,Seldovia,248
AK,Seward,2735
AK,Shageluk,96
AK,Shaktoolik,207
AK,Shishmaref,555
AK,Shungnak,254
AK,Sitka city and,8282
AK,Soldotna,4577
AK,St. George,61
AK,St. Mary's,577
AK,St. Michael,440
AK,St. Paul,399
AK,Stebbins,612
AK,Tanana,235
AK,Teller,238
AK,Tenakee Springs,111
AK,Thorne Bay,470
AK,Togiak,778
AK,Toksook Bay,638
AK,Unalakleet,741
AK,Unalaska,4214
AK,Upper Kalskag,209
AK,Utqia?vik,4694
AK,Valdez,3805
AK,Wainwright,591
AK,Wales,162
AK,Wasilla,9945
AK,Whale Pass,86
AK,White Mountain,177
AK,Whittier,263
AK,Wrangell city and,2064
AL,Abbeville,2377
AL,Adamsville,4172
AL,Addison,667
AL,Akron,224
AL,Alabaster,34107
AL,Albertville,23031
AL,Alexander City,14470
AL,Aliceville,2055
AL,Allgood,556
AL,Altoona,950
AL,Andalusia,8840
AL,Anderson,255
AL,Anniston,21167
AL,Arab,8830
AL,Ardmore,1421
AL,Argo,4386
AL,Ariton,662
AL,Arley,329
AL,Ashford,2329
AL,Ashland,1942
AL,Ashville,2402
AL,Athens,30904
AL,Atmore,8315
AL,Attalla,5818
AL,Auburn,82025
AL,Autaugaville,804
AL,Avon,473
AL,Babbie,640
AL,Baileyton,683
AL,Bakerhill,209
AL,Banks,155
AL,Bay Minette,8371
AL,Bayou La Batre,2155
AL,Bear Creek,1056
AL,Beatrice,200
AL,Beaverton,185
AL,Belk,187
AL,Benton,38
AL,Berlin,524
AL,Berry,1190
AL,Bessemer,25037
AL,Billingsley,124
AL,Birmingham,196644
AL,Black,233
AL,Blountsville,1818
AL,Blue Springs,79
AL,Boaz,10369
AL,Boligee,281
AL,Bon Air,167
AL,Brantley,803
AL,Brent,2659
AL,Brewton,5167
AL,Bridgeport,2262
AL,Brighton,2237
AL,Brilliant,830
AL,Brookside,1200
AL,Brookwood,2440
AL,Brundidge,2028
AL,Butler,1767
AL,Calera,18189
AL,Camden,1710
AL,Camp Hill,965
AL,Carbon Hill,1731
AL,Cardiff,52
AL,Carolina,289
AL,Carrollton,978
AL,Castleberry,468
AL,Cedar Bluff,1899
AL,Center Point,15705
AL,Centre,3782
AL,Centreville,2701
AL,Chatom,1068
AL,Chelsea,16771
AL,Cherokee,966
AL,Chickasaw,6283
AL,Childersburg,4637
AL,Citronelle,3910
AL,Clanton,9123
AL,Clay,10221
AL,Clayhatchee,481
AL,Clayton,2212
AL,Cleveland,1252
AL,Clio,1200
AL,Coaling,1986
AL,Coffee Springs,210
AL,Coffeeville,250
AL,Coker,880
AL,Collinsville,2064
AL,Colony,275
AL,Columbia,700
AL,Columbiana,4812
AL,Coosada,1265
AL,Cordova,1672
AL,Cottonwood,1086
AL,County Line,318
AL,Courtland,588
AL,Cowarts,2000
AL,Creola,1967
AL,Crossville,1838
AL,Cuba,284
AL,Cullman,19913
AL,Cusseta,149
AL,Dadeville,2960
AL,Daleville,4926
AL,Daphne,30321
AL,Dauphin Island,1895
AL,Daviston,176
AL,Dayton,27
AL,Deatsville,1723
AL,Decatur,58321
AL,Demopolis,6833
AL,Detroit,225
AL,Dodge City,564
AL,Dora,2255
AL,Dothan,71258
AL,Double Springs,1114
AL,Douglas,782
AL,Dozier,285
AL,Dutton,339
AL,East Brewton,2252
AL,Eclectic,1209
AL,Edwardsville,212
AL,Elba,3522
AL,Elberta,2109
AL,Eldridge,137
AL,Elkmont,436
AL,Elmore,1394
AL,Emelle,24
AL,Enterprise,30271
AL,Epes,262
AL,Ethelsville,50
AL,Eufaula,12451
AL,Eutaw,2761
AL,Eva,589
AL,Evergreen,3359
AL,Excel,531
AL,Fairfield,9582
AL,Fairhope,24974
AL,Fairview,537
AL,Falkville,1195
AL,Faunsdale,84
AL,Fayette,4128
AL,Five Points,117
AL,Flomaton,1452
AL,Florala,1934
AL,Florence,42437
AL,Foley,24873
AL,Forkland,424
AL,Fort Deposit,1153
AL,Fort Payne,14957
AL,Franklin,567
AL,Frisco City,1124
AL,Fruithurst,248
AL,Fulton,216
AL,Fultondale,9617
AL,Fyffe,982
AL,Gadsden,33229
AL,Gainesville,164
AL,Gantt,202
AL,Garden City,541
AL,Gardendale,16096
AL,Gaylesville,174
AL,Geiger,154
AL,Geneva,4217
AL,Georgiana,1273
AL,Geraldine,913
AL,Gilbertown,714
AL,Glen Allen,422
AL,Glencoe,5404
AL,Glenwood,151
AL,Goldville,56
AL,Good Hope,2615
AL,Goodwater,1257
AL,Gordo,1578
AL,Gordon,297
AL,Gordonville,232
AL,Goshen,266
AL,Grant,1057
AL,Graysville,1860
AL,Greensboro,2163
AL,Greenville,7030
AL,Grimes,585
AL,Grove Hill,1742
AL,Gu-Win,143
AL,Guin,2147
AL,Gulf Shores,16850
AL,Guntersville,9028
AL,Gurley,850
AL,Hackleburg,1438
AL,Haleburg,116
AL,Haleyville,4301
AL,Hamilton,6952
AL,Hammondville,423
AL,Hanceville,3324
AL,Harpersville,1817
AL,Hartford,2726
AL,Hartselle,15875
AL,Hayden,1355
AL,Hayneville,777
AL,Headland,5333
AL,Heath,241
AL,Heflin,3507
AL,Helena,22117
AL,Henagar,2305
AL,Highland Lake,424
AL,Hillsboro,406
AL,Hobson City,744
AL,Hodges,262
AL,Hokes Bluff,4648
AL,Holly Pond,860
AL,Hollywood,928
AL,Homewood,27758
AL,Hoover,92448
AL,Horn Hill,208
AL,Hueytown,16202
AL,Huntsville,225564
AL,Hurtsboro,340
AL,Hytop,448
AL,Ider,735
AL,Indian Springs Village,2492
AL,Irondale,13526
AL,Jackson,4525
AL,Jacksons' Gap,751
AL,Jacksonville,14682
AL,Jasper,14448
AL,Jemison,2941
AL,Kansas,176
AL,Kellyton,124
AL,Kennedy,427
AL,Killen,1035
AL,Kimberly,4463
AL,Kinsey,2263
AL,Kinston,595
AL,La Fayette,2625
AL,Lake View,3794
AL,Lakeview,163
AL,Lanett,6751
AL,Langston,270
AL,Leeds,12416
AL,Leesburg,985
AL,Leighton,653
AL,Lester,119
AL,Level Plains,1831
AL,Lexington,735
AL,Libertyville,108
AL,Lincoln,7514
AL,Linden,1848
AL,Lineville,2484
AL,Lipscomb,2006
AL,Lisman,415
AL,Littleville,1045
AL,Livingston,3152
AL,Loachapoka,162
AL,Lockhart,446
AL,Locust Fork,1233
AL,Louisville,390
AL,Lowndesboro,78
AL,Loxley,4623
AL,Luverne,2688
AL,Lynn,618
AL,Madison,60854
AL,Madrid,262
AL,Magnolia Springs,844
AL,Malvern,1567
AL,Maplesville,651
AL,Margaret,6236
AL,Marion,2734
AL,Maytown,312
AL,McIntosh,197
AL,McKenzie,494
AL,McMullen,29
AL,Memphis,25
AL,Mentone,325
AL,Midfield,4960
AL,Midland City,2296
AL,Midway,404
AL,Millbrook,17367
AL,Millport,973
AL,Millry,438
AL,Mobile,182595
AL,Monroeville,5734
AL,Montevallo,7708
AL,Montgomery,195287
AL,Moody,13595
AL,Mooresville,48
AL,Morris,2249
AL,Mosses,789
AL,Moulton,3426
AL,Moundville,3516
AL,Mount Vernon,1376
AL,Mountain Brook,21737
AL,Mulga,766
AL,Munford,1343
AL,Muscle Shoals,17210
AL,Myrtlewood,69
AL,Napier Field,415
AL,Natural Bridge,35
AL,Nauvoo,185
AL,Nectar,386
AL,Needham,71
AL,New Brockton,1498
AL,New Hope,2927
AL,New Site,768
AL,Newbern,132
AL,Newton,1645
AL,Newville,558
AL,North Courtland,490
AL,North Johns,126
AL,Northport,31111
AL,Notasulga,875
AL,Oak Grove,592
AL,Oak Hill,13
AL,Oakman,751
AL,Odenville,5352
AL,Ohatchee,1197
AL,Oneonta,6995
AL,Onycha,175
AL,Opelika,33572
AL,Opp,6757
AL,Orange Beach,8534
AL,Orrville,143
AL,Owens Cross Roads,2917
AL,Oxford,22078
AL,Ozark,14346
AL,Paint Rock,179
AL,Parrish,970
AL,Pelham,25121
AL,Pell City,13924
AL,Pennington,325
AL,Perdido Beach,578
AL,Petrey,64
AL,Phenix City,38441
AL,Phil Campbell,979
AL,Pickensville,544
AL,Piedmont,4705
AL,Pike Road,11117
AL,Pinckard,592
AL,Pine Apple,130
AL,Pine Hill,712
AL,Pine Ridge,267
AL,Pinson,7753
AL,Pisgah,689
AL,Pleasant Grove,9390
AL,Pleasant Groves,431
AL,Pollard,125
AL,Powell,924
AL,Prattville,39318
AL,Priceville,3800
AL,Prichard,18816
AL,Providence,162
AL,Ragland,1705
AL,Rainbow City,10322
AL,Rainsville,5768
AL,Ranburne,431
AL,Red Bay,3184
AL,Red Level,434
AL,Reece City,607
AL,Reform,1461
AL,Rehobeth,2013
AL,Repton,229
AL,Ridgeville,83
AL,River Falls,491
AL,Riverside,2266
AL,Riverview,164
AL,Roanoke,5387
AL,Robertsdale,7421
AL,Rockford,349
AL,Rogersville,1385
AL,Rosa,380
AL,Russellville,10722
AL,Rutledge,349
AL,Samson,1860
AL,Sand Rock,600
AL,Sanford,264
AL,Saraland,16435
AL,Sardis City,1787
AL,Satsuma,6849
AL,Scottsboro,15863
AL,Section,773
AL,Selma,16666
AL,Semmes,5846
AL,Sheffield,9307
AL,Shiloh,328
AL,Shorter,371
AL,Silas,365
AL,Silverhill,1923
AL,Sipsey,352
AL,Skyline,851
AL,Slocomb,2133
AL,Smiths Station,5477
AL,Snead,1042
AL,Somerville,817
AL,South Vinemont,609
AL,Southside,9597
AL,Spanish Fort,10923
AL,Springville,5233
AL,St. Florian,704
AL,Steele,1000
AL,Stevenson,1973
AL,Sulligent,1832
AL,Sumiton,2528
AL,Summerdale,1576
AL,Susan Moore,799
AL,Sweet Water,219
AL,Sylacauga,12216
AL,Sylvan Springs,1604
AL,Sylvania,1809
AL,Talladega,14768
AL,Talladega Springs,143
AL,Tallassee,4753
AL,Tarrant,5833
AL,Taylor,2309
AL,Thomaston,318
AL,Thomasville,3583
AL,Thorsby,2148
AL,Town Creek,1063
AL,Toxey,137
AL,Trafford,592
AL,Triana,4456
AL,Trinity,2567
AL,Troy,17836
AL,Trussville,26770
AL,Tuscaloosa,111338
AL,Tuscumbia,9169
AL,Tuskegee,8765
AL,Twin,359
AL,Union,167
AL,Union Grove,71
AL,Union Springs,3154
AL,Uniontown,1963
AL,Valley,10308
AL,Valley Grande,3982
AL,Valley Head,590
AL,Vance,2263
AL,Vernon,1849
AL,Vestavia Hills,38020
AL,Vina,322
AL,Vincent,2024
AL,Vredenburgh,218
AL,Wadley,844
AL,Waldo,256
AL,Walnut Grove,778
AL,Warrior,3187
AL,Waterloo,183
AL,Waverly,150
AL,Weaver,3330
AL,Webb,1312
AL,Wedowee,747
AL,West Blocton,1189
AL,West Jefferson,466
AL,West Point,640
AL,Westover,1911
AL,Wetumpka,7218
AL,White Hall,756
AL,Wilsonville,1926
AL,Wilton,593
AL,Winfield,4869
AL,Woodland,227
AL,Woodstock,1579
AL,Woodville,751
AL,Yellow Bluff,216
AL,York,2307
AR,Adona,147
AR,Alexander,3740
AR,Alicia,140
AR,Allport,90
AR,Alma,5997
AR,Almyra,249
AR,Alpena,385
AR,Altheimer,657
AR,Altus,675
AR,Amagon,65
AR,Amity,676
AR,Anthonyville,130
AR,Antoine,114
AR,Arkadelphia,10255
AR,Arkansas City,349
AR,Ash Flat,1175
AR,Ashdown,4162
AR,Atkins,2884
AR,Aubrey,99
AR,Augusta,1892
AR,Austin,4027
AR,Avoca,482
AR,Bald Knob,2513
AR,Banks,81
AR,Barling,5215
AR,Bassett,117
AR,Batesville,11515
AR,Bauxite,644
AR,Bay,1821
AR,Bearden,739
AR,Beaver,67
AR,Beebe,8871
AR,Beedeville,83
AR,Bella Vista,32368
AR,Bellefonte,426
AR,Belleville,308
AR,Ben Lomond,136
AR,Benton,37558
AR,Bentonville,59471
AR,Bergman,440
AR,Berryville,5754
AR,Big Flat,89
AR,Bigelow,358
AR,Biggers,308
AR,Birdsong,29
AR,Black Oak,226
AR,Black Rock,608
AR,Black Springs,94
AR,Blevins,277
AR,Blue Eye,44
AR,Blue Mountain,90
AR,Bluff City,113
AR,Blytheville,12594
AR,Bodcaw,118
AR,Bonanza,608
AR,Bono,2780
AR,Booneville,3820
AR,Bradford,679
AR,Bradley,394
AR,Branch,305
AR,Briarcliff,247
AR,Brinkley,2574
AR,Brookland,4556
AR,Bryant,21877
AR,Buckner,156
AR,Bull Shoals,1934
AR,Burdette,134
AR,Cabot,27190
AR,Caddo Valley,590
AR,Caldwell,429
AR,Cale,75
AR,Calico Rock,1945
AR,Calion,410
AR,Camden,10165
AR,Cammack Village,754
AR,Campbell Station,227
AR,Caraway,1097
AR,Carlisle,2014
AR,Carthage,210
AR,Casa,127
AR,Cash,277
AR,Caulksville,156
AR,Cave City,1994
AR,Cave Springs,6081
AR,Cedarville,1438
AR,Centerton,23953
AR,Central City,466
AR,Charleston,2690
AR,Cherokee Village,4936
AR,Cherry Valley,567
AR,Chester,149
AR,Chidester,242
AR,Clarendon,1462
AR,Clarkedale,328
AR,Clarksville,9600
AR,Clinton,2524
AR,Coal Hill,811
AR,Colt,284
AR,Concord,193
AR,Conway,69580
AR,Corinth,45
AR,Corning,3118
AR,Cotter,944
AR,Cotton Plant,499
AR,Cove,326
AR,Coy,85
AR,Crawfordsville,450
AR,Crossett,4578
AR,Cushman,446
AR,Daisy,85
AR,Damascus,391
AR,Danville,1997
AR,Dardanelle,4504
AR,Datto,64
AR,De Queen,6019
AR,De Valls Bluff,502
AR,DeWitt,2893
AR,Decatur,1727
AR,Delaplaine,67
AR,Delight,286
AR,Dell,184
AR,Denning,205
AR,Dermott,2497
AR,Des Arc,1845
AR,Diamond City,822
AR,Diaz,1220
AR,Dierks,894
AR,Donaldson,276
AR,Dover,1351
AR,Dumas,3662
AR,Dyer,781
AR,Dyess,322
AR,Earle,1768
AR,East Camden,766
AR,Edmondson,239
AR,Egypt,109
AR,El Dorado,16869
AR,Elaine,456
AR,Elkins,3889
AR,Elm Springs,2847
AR,Emerson,286
AR,Emmet,401
AR,England,2441
AR,Enola,322
AR,Etowah,241
AR,Eudora,1601
AR,Eureka Springs,2190
AR,Evening Shade,430
AR,Everton,104
AR,Fairfield Bay,2165
AR,Fargo,57
AR,Farmington,9761
AR,Fayetteville,101680
AR,Felsenthal,85
AR,Fifty-Six,160
AR,Fisher,173
AR,Flippin,1331
AR,Fordyce,3225
AR,Foreman,950
AR,Forrest City,12490
AR,Fort Smith,89770
AR,Fouke,813
AR,Fountain Hill,106
AR,Fountain Lake,474
AR,Fourche,57
AR,Franklin,198
AR,Fredonia (Biscoe),297
AR,Friendship,159
AR,Fulton,111
AR,Garfield,610
AR,Garland,196
AR,Garner,214
AR,Gassville,2223
AR,Gateway,444
AR,Gentry,4449
AR,Georgetown,84
AR,Gilbert,25
AR,Gillett,599
AR,Gillham,158
AR,Gilmore,173
AR,Glenwood,2070
AR,Goshen,2299
AR,Gosnell,2733
AR,Gould,632
AR,Grady,293
AR,Grannis,499
AR,Gravette,3750
AR,Green Forest,3160
AR,Greenbrier,6170
AR,Greenland,1220
AR,Greenway,171
AR,Greenwood,9671
AR,Greers Ferry,842
AR,Griffithville,156
AR,Grubbs,304
AR,Guion,72
AR,Gum Springs,91
AR,Gurdon,1836
AR,Guy,744
AR,Hackett,845
AR,Hamburg,2413
AR,Hampton,1145
AR,Hardy,764
AR,Harrell,204
AR,Harrisburg,2209
AR,Harrison,13409
AR,Hartford,497
AR,Hartman,516
AR,Haskell,4138
AR,Hatfield,343
AR,Havana,237
AR,Haynes,113
AR,Hazen,1423
AR,Heber Springs,7239
AR,Hector,419
AR,Helena-West Helena,8670
AR,Hermitage,506
AR,Hickory Ridge,229
AR,Higden,118
AR,Higginson,851
AR,Highfill,2417
AR,Highland,1041
AR,Hindsville,94
AR,Holiday Island,2415
AR,Holland,595
AR,Holly Grove,443
AR,Hope,8558
AR,Horatio,897
AR,Horseshoe Bend,2543
AR,Horseshoe Lake,255
AR,Hot Springs,37994
AR,Houston,148
AR,Hoxie,2609
AR,Hughes,992
AR,Humnoke,213
AR,Humphrey,445
AR,Hunter,103
AR,Huntington,489
AR,Huntsville,3378
AR,Huttig,431
AR,Imboden,641
AR,Jacksonport,148
AR,Jacksonville,29094
AR,Jasper,521
AR,Jennette,117
AR,Jericho,99
AR,Johnson,3672
AR,Joiner,473
AR,Jonesboro,80650
AR,Judsonia,1881
AR,Junction City,480
AR,Keiser,719
AR,Kensett,1404
AR,Keo,203
AR,Kibler,1034
AR,Kingsland,336
AR,Knobel,144
AR,Knoxville,662
AR,LaGrange,46
AR,Lafe,417
AR,Lake City,2628
AR,Lake View,296
AR,Lake Village,1912
AR,Lakeview,786
AR,Lamar,1755
AR,Lavaca,2514
AR,Leachville,1924
AR,Lead Hill,284
AR,Leola,465
AR,Lepanto,1660
AR,Leslie,374
AR,Letona,237
AR,Lewisville,876
AR,Lexa,187
AR,Lincoln,2355
AR,Little Flock,3037
AR,Little Rock,203842
AR,Lockesburg,594
AR,London,1036
AR,Lonoke,4277
AR,Lonsdale,107
AR,Louann,146
AR,Lowell,11466
AR,Luxora,882
AR,Lynn,254
AR,Madison,717
AR,Magazine,744
AR,Magness,225
AR,Magnolia,10769
AR,Malvern,11080
AR,Mammoth Spring,942
AR,Manila,3714
AR,Mansfield,1052
AR,Marianna,3314
AR,Marie,100
AR,Marion,13654
AR,Marked Tree,2202
AR,Marmaduke,1238
AR,Marshall,1315
AR,Marvell,755
AR,Maumelle,19452
AR,Mayflower,2326
AR,Maynard,376
AR,McCaskill,56
AR,McCrory,1499
AR,McDougal,130
AR,McGehee,3555
AR,McNab,29
AR,McNeil,373
AR,McRae,611
AR,Melbourne,1883
AR,Mena,5618
AR,Menifee,295
AR,Midland,225
AR,Midway,371
AR,Mineral Springs,1060
AR,Minturn,89
AR,Mitchellville,272
AR,Monette,1603
AR,Monticello,8175
AR,Montrose,232
AR,Moorefield,120
AR,Moro,168
AR,Morrilton,7083
AR,Morrison Bluff,78
AR,Mount Ida,1005
AR,Mount Pleasant,368
AR,Mount Vernon,146
AR,Mountain Home,13278
AR,Mountain Pine,573
AR,Mountain View,2931
AR,Mountainburg,529
AR,Mulberry,1616
AR,Murfreesboro,1498
AR,Nashville,4043
AR,Newark,1178
AR,Newport,8089
AR,Nimmons,64
AR,Norfork,474
AR,Norman,309
AR,Norphlet,727
AR,North Little Rock,64531
AR,O'Kean,196
AR,Oak Grove,387
AR,Oak Grove Heights,1149
AR,Oakhaven,66
AR,Oden,185
AR,Ogden,126
AR,Oil Trough,223
AR,Okolona,98
AR,Ola,920
AR,Omaha,128
AR,Oppelo,747
AR,Osceola,6610
AR,Oxford,601
AR,Ozan,49
AR,Ozark,3590
AR,Palestine,480
AR,Pangburn,498
AR,Paragould,30520
AR,Paris,3302
AR,Parkdale,170
AR,Parkin,784
AR,Patmos,55
AR,Patterson,294
AR,Pea Ridge,8680
AR,Peach Orchard,104
AR,Perla,258
AR,Perry,266
AR,Perrytown,225
AR,Perryville,1401
AR,Piggott,3538
AR,Pindall,101
AR,Pine Bluff,39123
AR,Pineville,158
AR,Plainview,460
AR,Pleasant Plains,350
AR,Plumerville,740
AR,Pocahontas,7601
AR,Pollard,189
AR,Portia,420
AR,Portland,311
AR,Pottsville,3285
AR,Powhatan,101
AR,Poyen,265
AR,Prairie Grove,8186
AR,Prattsville,295
AR,Prescott,3011
AR,Pyatt,191
AR,Quitman,700
AR,Ratcliff,166
AR,Ravenden,423
AR,Ravenden Springs,120
AR,Rector,1824
AR,Redfield,1490
AR,Reed,118
AR,Reyno,395
AR,Rison,939
AR,Rockport,680
AR,Roe,67
AR,Rogers,74035
AR,Rondo,152
AR,Rose Bud,497
AR,Rosston,269
AR,Rudy,130
AR,Russell,183
AR,Russellville,29338
AR,Salem,1609
AR,Salesville,512
AR,Scranton,249
AR,Searcy,23813
AR,Sedgwick,159
AR,Shannon Hills,4685
AR,Sheridan,5202
AR,Sherrill,52
AR,Sherwood,33118
AR,Shirley,249
AR,Sidney,197
AR,Siloam Springs,19336
AR,Smackover,1581
AR,Smithville,85
AR,South Lead Hill,86
AR,Southside,4271
AR,Sparkman,339
AR,Springdale,88224
AR,Springtown,90
AR,St. Charles,194
AR,St. Francis,209
AR,St. Joe,129
AR,St. Paul,124
AR,Stamps,1219
AR,Star City,2092
AR,Stephens,746
AR,Strawberry,263
AR,Strong,400
AR,Stuttgart,7788
AR,Subiaco,408
AR,Success,95
AR,Sulphur Rock,615
AR,Sulphur Springs,468
AR,Summit,535
AR,Sunset,169
AR,Swifton,720
AR,Taylor,562
AR,Texarkana,29223
AR,Thornton,329
AR,Tillar,161
AR,Tinsman,51
AR,Tollette,187
AR,Tontitown,7364
AR,Traskwood,511
AR,Trumann,7400
AR,Tuckerman,1683
AR,Tull,490
AR,Tupelo,71
AR,Turrell,500
AR,Twin Groves,317
AR,Tyronza,684
AR,Ulm,178
AR,Valley Springs,190
AR,Van Buren,24138
AR,Vandervoort,113
AR,Victoria,18
AR,Vilonia,4568
AR,Viola,371
AR,Wabbaseka,174
AR,Waldenburg,53
AR,Waldo,1119
AR,Waldron,3361
AR,Walnut Ridge,5532
AR,Ward,6840
AR,Warren,5211
AR,Washington,90
AR,Watson,169
AR,Weiner,621
AR,Weldon,58
AR,West Fork,2353
AR,West Memphis,23825
AR,West Point,171
AR,Western Grove,349
AR,Wheatley,267
AR,Whelen Springs,44
AR,White Hall,5437
AR,Wickes,653
AR,Widener,203
AR,Wiederkehr Village,47
AR,Williford,83
AR,Willisville,146
AR,Wilmar,383
AR,Wilmot,395
AR,Wilson,719
AR,Wilton,287
AR,Winchester,135
AR,Winslow,363
AR,Winthrop,113
AR,Wooster,1058
AR,Wrightsville,1602
AR,Wynne,8011
AR,Yellville,1164
AR,Zinc,99
AZ,Apache Junction,41153
AZ,Avondale,93545
AZ,Benson,5337
AZ,Bisbee,4994
AZ,Buckeye,108909
AZ,Bullhead City,43302
AZ,Camp Verde,12489
AZ,Carefree,3642
AZ,Casa Grande,63743
AZ,Cave Creek,5152
AZ,Chandler,280167
AZ,Chino Valley,13815
AZ,Clarkdale,4904
AZ,Clifton,3780
AZ,Colorado City,2734
AZ,Coolidge,18293
AZ,Cottonwood,13124
AZ,Dewey-Humboldt,4540
AZ,Douglas,15638
AZ,Duncan,670
AZ,Eagar,4437
AZ,El Mirage,35850
AZ,Eloy,18528
AZ,Flagstaff,76586
AZ,Florence,24291
AZ,Fountain Hills,23611
AZ,Fredonia,1302
AZ,Gila Bend,1854
AZ,Gilbert,275411
AZ,Glendale,253855
AZ,Globe,7179
AZ,Goodyear,111805
AZ,Guadalupe,5217
AZ,Hayden,516
AZ,Holbrook,4833
AZ,Huachuca City,1600
AZ,Jerome,460
AZ,Kearny,1817
AZ,Kingman,35334
AZ,Lake Havasu City,59257
AZ,Litchfield Park,6884
AZ,Mammoth,1133
AZ,Marana,58430
AZ,Maricopa,71022
AZ,Mesa,511648
AZ,Miami,1532
AZ,Nogales,19702
AZ,Oro Valley,48311
AZ,Page,7320
AZ,Paradise Valley,12502
AZ,Parker,3400
AZ,Patagonia,789
AZ,Payson,16731
AZ,Peoria,198750
AZ,Phoenix,1650070
AZ,Pima,3036
AZ,Pinetop-Lakeside,4191
AZ,Prescott,47757
AZ,Prescott Valley,50045
AZ,Quartzsite,2389
AZ,Queen Creek,76570
AZ,Safford,10270
AZ,Sahuarita,36356
AZ,San Luis,37966
AZ,Scottsdale,244394
AZ,Sedona,9819
AZ,Show Low,12192
AZ,Sierra Vista,44431
AZ,Snowflake,6670
AZ,Somerton,14594
AZ,South Tucson,4521
AZ,Springerville,1727
AZ,St. Johns,3362
AZ,Star Valley,2545
AZ,Superior,2571
AZ,Surprise,158285
AZ,Taylor,4272
AZ,Tempe,189834
AZ,Thatcher,5486
AZ,Tolleson,7173
AZ,Tombstone,1312
AZ,Tucson,547239
AZ,Tusayan,583
AZ,Wellton,2572
AZ,Wickenburg,8123
AZ,Willcox,3202
AZ,Williams,3463
AZ,Winkelman,294
AZ,Winslow,8517
AZ,Youngtown,6919
AZ,Yuma,100858
CA,Adelanto,38187
CA,Agoura Hills,19474
CA,Alameda,75353
CA,Albany,19097
CA,Alhambra,79776
CA,Aliso Viejo,50263
CA,Alturas,2657
CA,Amador City,204
CA,American Canyon,21347
CA,Anaheim,340512
CA,Anderson,11210
CA,Angels,3752
CA,Antioch,117096
CA,Apple Valley,75036
CA,Arcadia,54157
CA,Arcata,19012
CA,Arroyo Grande,18243
CA,Artesia,15597
CA,Arvin,19364
CA,Atascadero,29700
CA,Atherton,6823
CA,Atwater,32052
CA,Auburn,13658
CA,Avalon,3261
CA,Avenal,14075
CA,Azusa,48272
CA,Bakersfield,413381
CA,Baldwin Park,68806
CA,Banning,31680
CA,Barstow,24964
CA,Beaumont,58463
CA,Bell,31864
CA,Bell Gardens,37467
CA,Bellflower,75122
CA,Belmont,26622
CA,Belvedere,2050
CA,Benicia,26429
CA,Berkeley,118962
CA,Beverly Hills,30974
CA,Big Bear Lake,5007
CA,Biggs,1921
CA,Bishop,3742
CA,Blue Lake,1172
CA,Blythe,18045
CA,Bradbury,892
